"ptt","presabs","dt","lat","lon","curl","ild","ssh","sst","sst_sd","ssh_sd","z","z_sd","EKE","slope","aspect","BV"
"510824",1,1999-08-20,35.62114,-121.8342,7.88999763374094e-07,18.0583867319401,0.0463695614715051,14.3876602460301,0.976432971445427,0.0155070134147247,-1021.56347664513,1628.03117385212,0.000621520313890978,18.1389083862,236.402313232,0.00728082225792423
"510824",1,1999-08-21,34.35547,-120.7134,3.52925666124789e-07,23.9246877393488,0.0411709153993291,12.3206000793414,1.18324609112038,0.0179256105182057,-661.073243445098,1385.48995438651,0.00397770678873281,21.8116207123,241.073730469,0.00626547005968367
"510824",1,1999-08-22,34.02948,-120.2483,1.49856192933926e-07,NA,NA,NA,1.35265969387781,0.0215890146524448,-41.5507805958894,1195.6306494593,NA,NA,NA,NA
"510824",1,1999-08-23,33.8037,-120.682,6.54284139465961e-08,6.77498101250541,0.0149779242305563,16.1744689467553,0.691637948973482,0.0207669528379186,-1901.49316601817,1452.42913102964,0.00181181380900284,50.7987213135,234.549743652,0.00813072546959972
"510824",1,1999-08-24,34.43186,-120.3778,4.68819385721551e-07,8.68163269764459,0.0684579442098946,14.8428167988325,0.861927215996307,0.0190286286043471,12.3945290816679,1111.66819738551,NA,NA,NA,0.0068606430230223
"510824",1,1999-08-25,33.76988,-120.7533,-1.72150555530826e-07,14.5635693452131,0.0172381880700168,15.7658295500015,0.836856299313255,0.0212086805850235,-1837.93456760979,1483.91314373151,0.0205802868709274,50.7987213135,234.549743652,0.00867108056871983
"510824",1,1999-08-26,34.01392,-120.6271,3.76885013382982e-07,19.7607590445948,0.0371966061789383,15.0165124875164,0.914620478758449,0.0205278373854683,-927.25293261386,1410.8801380004,0.00357816794256276,41.8445281982,227.759109497,0.00814724645348693
"510824",1,1999-08-27,34.17966,-120.6532,2.19623785603508e-07,16.8017995812032,0.0510124284469448,14.6141745903659,0.695858085356342,0.0192337356979751,-550.37988485685,1386.45690853264,0.00557230662981687,21.8116207123,241.073730469,0.00718884543392622
"510824",1,1999-08-28,34.11559,-120.605,9.69176098023579e-08,19.5108382456298,0.0612216601389979,14.8300618827887,0.69262409514574,0.0201609877172591,-550.37988485685,1386.45690853264,0.0202609591518486,43.9413490295,221.55947876,0.00741628290613772
"510824",1,1999-08-29,34.19794,-120.7795,6.52550807250355e-08,21.7916705458573,0.0546013659576748,14.776878678351,0.741295442397409,0.0186141101962815,-755.647461365001,1430.36824282637,0.00294769767371338,21.8116207123,241.073730469,0.00774632051728898
"510824",1,1999-08-30,34.11011,-120.635,2.03036215480345e-07,19.4870069309936,0.0617160812134201,14.9903243580402,0.745671293367862,0.0212666002627863,-550.37988485685,1386.45690853264,0.0164232010337363,41.8445281982,227.759109497,0.00769396351344532
"510824",1,1999-08-31,34.12752,-120.551,1.03733160261851e-06,19.4549412632373,0.0693689818601584,15.0491252240339,0.955559250233268,0.0225584208043727,-153.310546641802,1337.39969775397,0.0121661470554243,18.0923252106,208.915588379,0.00764109251173558
"510824",1,1999-09-01,34.17448,-120.6538,2.49418912992334e-07,19.937385078797,0.0695791475947191,15.085764526724,0.846374655185403,0.0209359773220187,-550.37988485685,1386.45690853264,0.0040892582975702,21.8116207123,241.073730469,0.00780257962673364
"510824",1,1999-09-02,34.1371,-120.5467,-1.73249495368186e-07,15.3549999367992,0.0745707427904099,15.3637167259759,0.882765711786271,0.0239228040338214,-153.310546641802,1337.39969775397,0.00300319156412423,18.0923252106,208.915588379,0.00795846296700393
"510824",1,1999-09-03,34.10046,-120.5598,-3.31782566959218e-09,14.7771082402323,0.0732274501055988,15.4719775113874,0.755423621600709,0.0226135908808199,-153.310546641802,1337.39969775397,0.0078641189741276,43.9413490295,221.55947876,0.00810874568635125
"510824",1,1999-09-04,34.07022,-120.4935,1.15654011241769e-07,14.8380226448137,0.0776878751545729,15.8668026865537,0.745005618567802,0.0186499206411268,-40.6699221008333,1313.85600551526,0.00452545505682407,43.9413490295,221.55947876,0.0084519364983823
"510824",1,1999-09-05,34.13955,-120.4463,-2.33562241093223e-08,12.8379468471269,0.073947247360102,16.0260732207399,0.886353830366158,0.0192543132256778,-115.923827419822,1283.78994104385,0.00249196435094615,18.0923252106,208.915588379,0.00851287597188978
"510824",1,1999-09-06,34.16187,-120.5623,-5.79174105791598e-08,12.1671753355262,0.0788813582128117,16.1569425452628,0.812738030007768,0.0180647407116842,-153.310546641802,1337.39969775397,0.000676850889434099,18.0923252106,208.915588379,0.00835735289319568
"510824",1,1999-09-08,34.02543,-120.532,-1.7004697988169e-07,10.2860348682506,0.0787669027180572,16.3783395122279,0.757522164718185,0.0184912106748358,-257.997073136061,1365.12798590615,0.00722230620866136,43.9413490295,221.55947876,0.00889735635949101
"510824",1,1999-09-09,34.42023,-120.7159,-2.22508006986051e-07,16.1992970234864,0.0806818817779078,15.8033377669775,0.711785946625193,0.0163448659049719,-484.501956150833,1347.64835184328,0.00553421465272123,24.1919116974,233.670425415,0.00861379328558247
"510824",1,1999-09-10,34.1375,-120.4847,3.03014744444105e-07,12.1430537253027,0.0848568790460927,16.006569288076,0.692669470003876,0.0172414825787659,-115.923827419822,1283.78994104385,0.00607800718758665,18.0923252106,208.915588379,0.00870723268895126
"510824",1,1999-09-11,34.17342,-120.2694,2.56575126915641e-07,8.99785541747044,0.0852702276175249,16.0921413130696,0.755554905795853,0.0146151761402065,-322.223629644482,1161.93712276316,0.00456841780242354,14.4080848694,138.430664062,0.00955904257863183
"510824",1,1999-09-12,34.22406,-120.4729,3.7831829739889e-07,15.4257425225445,0.0829721279884782,15.6000063946659,0.771387684685171,0.0160562791568176,-426.06542991743,1254.20924685202,0.0102950593671908,18.0923252106,208.915588379,0.00857567868920774
"510824",1,1999-09-13,34.08236,-120.474,1.3370878263087e-07,15.5682090645753,0.0824584230587856,15.5300494462318,0.81121661962738,0.0176251676557881,-40.6699221008333,1313.85600551526,0.0164918108334248,43.9413490295,221.55947876,0.00856631377168895
"510824",1,1999-09-15,34.02103,-120.5707,4.01215867169189e-07,20.4849838995946,0.082623066109969,15.4928774397887,0.898258097307313,0.0201118173919645,-257.997073136061,1365.12798590615,0.0030529098495786,43.9413490295,221.55947876,0.00859996458981916
"510824",1,1999-09-16,34.49112,-120.7248,3.98179281176912e-07,23.6759170176914,0.0918643757070503,14.7502988593301,0.773303397916197,0.0174308338166325,-484.501956150833,1347.64835184328,0.010974884238494,24.1919116974,233.670425415,0.00852615103656019
"510824",1,1999-09-17,34.3293,-120.4549,5.97535925671452e-08,23.8800868906289,0.090124488886587,15.1392778052332,0.769093422190187,0.0168758044684373,-272.424806625623,1219.56692396411,0.000332408600198486,18.0923252106,208.915588379,0.00795406146769328
"510824",1,1999-09-18,34.48686,-120.7142,-9.34210889923505e-08,4.7765387314369,0.102435411712482,15.3942709308066,0.666821123280276,0.0199279811251205,-484.501956150833,1347.64835184328,0.00261567684735521,24.1919116974,233.670425415,0.00802822090770657
"510824",1,1999-09-19,34.61929,-120.6764,2.94229045435783e-07,6.8405044599804,0.108016222768348,15.5775046792205,0.607255430088649,0.0197830989403584,-11.9775392018163,1182.52565802491,NA,24.1919116974,233.670425415,0.00853607722261304
"510824",1,1999-09-20,34.42291,-120.6805,1.42609342916863e-08,23.9474283184006,0.0980743131767624,15.4742609470097,0.642504449899972,0.0157376625476095,-227.012697681529,1289.4468921954,0.00741027750876518,24.1919116974,233.670425415,0.00865026053478576
"510824",1,1999-09-21,34.44516,-120.7092,1.32176532773876e-07,26.4938675304967,0.0951729696066864,15.3652193547459,0.623206219845269,0.0154973712131024,-484.501956150833,1347.64835184328,0.0127661360047078,24.1919116974,233.670425415,0.00861531040369262
"510824",1,1999-09-22,34.48398,-120.6287,6.17650579838657e-07,5.6351198117657,0.088565200350755,14.5945573722868,0.603989144865843,0.0136928586955359,-227.012697681529,1289.4468921954,0.0491845434842998,24.1919116974,233.670425415,0.0089398420696868
"510824",1,1999-09-23,34.43701,-120.5766,4.95510127565843e-07,25.4657701341792,0.0872495170185936,14.6467459373103,0.639736197534791,0.0147437781067187,-96.5966807696925,1230.86279528051,0.00880826341085064,NA,NA,0.00865506287971468
"510824",1,1999-09-24,34.19608,-120.5654,3.72854212450179e-08,19.2346892731574,0.0878998429855614,15.8745320683581,0.605280009161586,0.0190068446631305,-153.310546641802,1337.39969775397,0.0104709889546405,18.0923252106,208.915588379,0.00877122064216988
"510824",1,1999-09-25,34.50371,-120.6991,2.12382113271491e-07,9.27873195790561,0.0819505129957164,14.8074047104039,0.655800215721855,0.0141948124360358,-22.2968763954428,1237.50314575614,0.0281986899582916,24.1919116974,233.670425415,0.0085484566002563
"510824",1,1999-09-26,34.43966,-120.6265,3.1304977710896e-07,22.4878145712216,0.08240892030777,14.9461252188042,0.629039732886384,0.0150512948301595,-227.012697681529,1289.4468921954,0.00521723582872942,24.1919116974,233.670425415,0.00796078269929135
"510824",1,1999-09-27,34.5231,-120.7111,3.75080158333241e-08,23.2896329746886,0.0881814638317589,14.7169574474531,0.633828145948371,0.0156406305510348,-176.118166073112,1301.42825591548,0.0166094242423803,24.1919116974,233.670425415,0.00821818490007417
"510824",1,1999-09-28,34.59591,-120.7608,-9.33054951336853e-08,18.1767351371287,0.0848243384583282,15.2338844240948,0.526688685415028,0.0155012680358973,-176.118166073112,1301.42825591548,0.00936048168963634,24.1919116974,233.670425415,0.00857894937936507
"510824",1,1999-09-29,34.58711,-120.8189,4.38972459658455e-08,11.8798542833897,0.0916571849842111,15.5952233151011,0.475377408711359,0.0163462078247312,-412.796877514364,1364.15160387892,0.00302005435458024,24.1919116974,233.670425415,0.00830902852201084
"510824",1,1999-09-30,34.11673,-120.4778,7.00267836531505e-08,16.14160622233,0.0878185921949527,15.9043850052047,0.548879193132478,0.0208914561328139,-115.923827419822,1283.78994104385,0.00960629746492995,43.9413490295,221.55947876,0.00884128281536591
"510824",1,1999-10-01,33.99665,-120.4356,-5.32211575975155e-08,16.6736762027414,0.084108294523852,15.6665526454983,0.57191825982827,0.0220937044130449,-364.632818137263,1343.33801612008,0.0146927083599314,43.9413490295,221.55947876,0.00886983336266807
"510824",1,1999-10-02,34.00586,-120.4983,5.85331749848098e-08,19.7810051832017,0.0753906240801603,15.6685887188528,0.579681808950821,0.0232382438848807,-40.6699221008333,1313.85600551526,0.00329176164385472,43.9413490295,221.55947876,0.00871076915762386
"510824",1,1999-10-03,33.97616,-120.6071,-2.54685560773457e-07,19.8760351009623,0.0800833200085713,15.8997190359901,0.572920194198474,0.0236400276671561,-1616.99512002052,1432.76567533689,0.00289494724829153,43.9413490295,221.55947876,0.00868256326810312
"510824",1,1999-10-04,34.01952,-120.6044,-2.80387870220197e-07,21.746068815602,0.0743484606233113,15.711907198986,0.595761603350015,0.0242472936575602,-927.25293261386,1410.8801380004,0.0165960975607458,43.9413490295,221.55947876,0.00849985792385709
"510824",1,1999-10-05,34.05177,-120.715,2.45501669630542e-08,26.1964717245529,0.0775302852099014,15.7176053526681,0.654661102493062,0.0220844466363072,-897.956055800792,1450.42134088581,0.0131451943948429,41.8445281982,227.759109497,0.00866244505881681
"510824",1,1999-10-06,33.95651,-120.6007,-3.97068295804454e-08,25.6602340935054,0.0751549681112118,15.232828490347,0.779981027135941,0.0226278181164578,-1616.99512002052,1432.76567533689,0.00518082563739784,43.9413490295,221.55947876,0.00839804871639685
"510824",1,1999-10-07,33.93211,-120.5478,5.60975431238921e-07,23.6318231319233,0.0689634837552992,15.1270944579238,0.840192380635679,0.0241582159718655,-1035.54981267293,1390.79571349419,0.0117124999590105,43.9413490295,221.55947876,0.00830363016806611
"510824",1,1999-10-08,33.97327,-120.4626,1.06200362876489e-07,21.6132286546634,0.0658460603520536,15.1395526143475,0.784484602161084,0.0208127918463921,-364.632818137263,1343.33801612008,0.00260199120906457,43.9413490295,221.55947876,0.00804830926510081
"510824",1,1999-10-09,32.84919,-119.8366,-5.59238318096561e-08,12.2268365714931,0.0872651215201322,17.4579835488841,0.705774945332303,0.0406655890824313,-1109.54101581921,1224.62445909213,0.00590131093335365,47.5613555908,180.604324341,0.00960996844532904
"510824",1,1999-10-10,31.24351,-118.9123,-5.24431393510087e-08,12.3365994654036,0.112869410712349,19.4441657595566,0.361788939922925,0.0147931311189519,-2361.68262946278,1008.36883646078,0.00493385758637784,68.7839736938,225.368927002,0.0103825473722485
"510824",1,1999-10-11,30.10628,-118.4007,-7.45760483983818e-08,19.0567689212588,0.0986902460801964,19.4576595718917,0.150423388033364,0.0249072396559252,-3348.76465062803,725.353010658017,0.00603207807718898,21.3376636505,204.779129028,0.0109285558023938
"510824",0,1999-08-10,35.61403,-121.1867,-9.44364994924666e-08,2.24804410059477,0.0899379658389188,14.7521739374336,0.63802741302796,0.0129693533419271,174.24804301136,1082.97051758608,NA,20.7080173492,232.224319458,0.00813581080712915
"510824",0,1999-08-11,35.574094,-121.883498,2.44682599930768e-07,12.1081582629628,0.081232783102677,15.441131218967,0.69386808143604,0.0138025606484066,-1032.20507894989,1642.92264139104,2.61166344172672e-05,61.3942070007,237.652374268,0.00796086273719056
"510824",0,1999-08-12,35.63484,-121.696704,8.45199989622875e-07,15.667940936549,0.0874442757785311,15.5375682933641,0.802425802675154,0.0115003586048249,-827.093750692683,1567.29582289992,0.0208914746806028,17.9409484863,259.747253418,0.00837163922007839
"510824",0,1999-08-13,35.692407,-121.755181,8.0107737979967e-07,17.9584880077779,0.0692982012124028,15.2766458768092,0.868939816754166,0.0135396213641533,-935.000976834146,1604.78350859797,0.00807897831345845,17.9409484863,259.747253418,0.00846512975115835
"510824",0,1999-08-14,36.197488,-122.27329,6.9374019771113e-07,17.5800087595003,0.061120925701478,14.4772452956687,0.91446760433424,0.0185526791980863,-1401.68945782211,1566.69583054701,0.0183396210808124,55.9890556335,240.311767578,0.00852208993833966
"510824",0,1999-08-15,36.179015,-121.95914,6.75859421005513e-07,19.4504287874205,0.060022281136841,13.6944249869098,0.769683502052432,0.015903883211925,-984.584965020444,1513.34111494582,0.0150944022691748,47.2239265442,217.071609497,0.0078223041463845
"510824",0,1999-08-16,36.709944,-122.195194,9.7432510568381e-08,10.3661649935824,0.0777321508525309,14.7409042776274,0.829892334216039,0.0161022356399113,-911.8779320253,1383.53386895077,0.0156390828035058,93.4906921387,215.11920166,0.00755282191261612
"510824",0,1999-08-17,37.160849,-122.401541,4.12924749516731e-08,NA,NA,NA,1.02682725856479,0.0144606555504308,-67.98144566413,1335.72410440209,NA,3.68957686424,224.990966797,NA
"510824",0,1999-08-18,37.272011,-122.431796,3.77681929817571e-07,NA,NA,NA,1.05875087323249,0.0163830666237685,-34.4580081031366,1279.18913373144,NA,3.68957686424,224.990966797,NA
"510824",0,1999-08-19,37.860309,-122.546979,4.59394049720378e-07,NA,NA,NA,1.07978344451869,0.0140905885928366,48.3417956472105,911.40686889133,NA,1.90210020542,-1,NA
"510824",0,1999-08-20,37.890777,-122.627874,3.21383582089795e-07,NA,NA,NA,1.03958996407393,0.0177690512222679,3.29589649338115,1030.73640589006,NA,NA,NA,NA
"510824",0,1999-08-21,38.160379,-123.269778,5.68209852697809e-07,14.3052226390695,0.0443125363578206,12.9432597225152,0.923824729450137,0.0284979229544298,-113.732422044819,1529.33973998059,0.0395784329146425,3.77279233932,249.080245972,0.00711766941620267
"510824",0,1999-08-22,38.235681,-123.154469,9.98414741707246e-07,14.5025067593906,0.0467933780683843,13.1038797770108,0.781757856968759,0.0219936544179083,-87.0576173607467,1403.08272958061,0.0119961192441379,3.77279233932,249.080245972,0.00827073033492918
"510824",0,1999-08-23,38.446369,-123.211518,2.08024935914925e-07,4.3422576493514,0.0495016312117331,12.9757052529333,0.760455691356774,0.0247941936328586,-62.6113294257244,1430.57839669954,NA,4.10948085785,-1,0.00934998534607504
"510824",0,1999-08-24,38.329943,-123.187764,8.11979152615601e-07,12.4563329705992,0.060671662764179,13.1946814731977,0.706147114106894,0.0244480069214271,-65.4492191642082,1363.22017279479,0.0263374762719976,3.77279233932,249.080245972,0.00929076517454548
"510824",0,1999-08-25,38.229774,-123.324002,1.16765607382535e-06,13.4319349860584,0.0632752620839084,13.3151607990639,0.711646446995668,0.0291011549710394,-147.704101990805,1583.86541524848,0.0401816296167131,3.77279233932,249.080245972,0.00852663775521868
"510824",0,1999-08-26,38.167629,-123.285948,6.93657237649077e-07,13.3254028420241,0.0572446616556907,13.2110974038298,0.682143406974901,0.0291053616391725,-113.732422044819,1529.33973998059,0.0346356728190217,3.77279233932,249.080245972,0.00865617351971576
"510824",0,1999-08-27,38.085004,-123.255216,1.8742235313764e-07,9.1022413145026,0.0618206714305844,13.4034761079913,0.975130668505013,0.0284621448920683,-115.247070402517,1555.36565892013,0.0340536226692233,3.54937529564,256.944549561,0.0075566127950879
"510824",0,1999-08-28,37.679417,-122.740515,5.71579209892255e-07,7.69026308197896,0.0550884765241536,15.0921126802561,1.12512223125952,0.0127440867692394,-49.4628907326964,1281.85378191683,0.00511994443790925,2.08322739601,227.041534424,0.0103551676370787
"510824",0,1999-08-29,37.808148,-122.681281,6.3366144125496e-07,8.69908984112548,0.0384859621880459,14.1621708174646,1.22994858553698,0.0142181970724712,3.29589649338115,1030.73640589006,NA,2.08322739601,227.041534424,0.0095986147767888
"510824",0,1999-08-30,37.791615,-122.646056,-6.38471303386104e-07,8.30809426137696,0.0545836660508208,14.0874770496748,1.27318333605607,0.0127230729890105,-24.3623048324401,1110.6949782403,0.0700464405663041,2.08322739601,227.041534424,0.00821956632293243
"510824",0,1999-08-31,37.863348,-122.940871,1.16659512956169e-06,34.5898982721816,0.0252112048507212,11.9247293675858,1.40183257459394,0.0165607987108257,-68.6591797986063,1367.30171843168,0.0645057003229622,2.83883094788,233.045349121,0.00650545307737261
"510824",0,1999-09-01,37.900259,-123.020927,3.52569574448197e-07,17.6515887560781,0.0186022193182655,11.7464968443,1.32405766159937,0.0176939034957401,-64.7158206138157,1417.07289160431,NA,NA,NA,0.00724067454608764
"510824",0,1999-09-02,37.917675,-122.989061,-5.12916743869765e-08,7.30721960043824,0.0438237673554075,12.3029918107551,1.22616695526592,0.0146967375300283,-47.4726564685777,1313.9214112232,NA,NA,NA,0.00679190158995368
"510824",0,1999-09-03,37.782735,-123.131795,1.61591056495536e-07,5.52335931627777,0.0477230792311942,13.2122212115124,1.10523523672835,0.0155869602626297,-229.74219188626,1557.84542468488,0.00349149679252312,60.3230819702,231.700622559,0.0061477014886008
"510824",0,1999-09-04,37.705394,-123.013058,2.46592014469257e-07,11.303635175473,0.0548748777736914,13.303015569402,1.20207511972601,0.0247396709487639,-69.86718759522,1493.02666604776,0.00844310694336121,2.83883094788,233.045349121,0.00698725371262933
"510824",0,1999-09-05,38.118162,-123.536441,1.01064857160756e-06,7.91601200796719,0.036202409752176,12.9417704814035,1.35772873750906,0.0333686818427253,-738.839847374626,1709.69220771873,0.0572280778931225,80.7311553955,248.056686401,0.0069528964223025
"510824",0,1999-09-06,38.512293,-124.031624,1.50619510160724e-06,13.6046077882875,0.0349686575792026,14.2024422120963,1.51049413393682,0.0503898868998153,-2655.0742248292,1710.8399774776,0.00088874851123113,68.4539337158,241.496368408,0.00814142015834407
"510824",0,1999-09-07,38.579621,-124.011938,5.2645810236545e-07,10.7081125488364,0.0259541142391568,14.2431165064307,1.36814438407366,0.0439600243568481,-2655.0742248292,1710.8399774776,0.00501631474318521,68.4539337158,241.496368408,0.00743830066653984
"510824",0,1999-09-08,38.692384,-124.025726,3.40505376160982e-08,7.91550471273824,0.031272633242204,13.9305203701969,1.15703542992908,0.0346552423160324,-2361.88476826813,1717.42967765649,0.00273266360367736,73.449508667,237.865692139,0.00648870170222665
"510824",0,1999-09-09,38.509888,-123.953082,3.59033934952697e-07,4.96521188980671,0.0445951453330835,15.338702523545,1.1072088380257,0.0404283433583945,-2355.02051330517,1738.50576415253,0.00615440011181585,68.4539337158,241.496368408,0.00708706317304088
"510824",0,1999-09-10,38.516528,-124.016106,9.71579357287008e-07,3.37788612942285,0.044626119039356,15.3493878389827,1.02320038377581,0.0385881834736113,-2655.0742248292,1710.8399774776,0.00600977236117707,68.4539337158,241.496368408,0.00776105659663199
"510824",0,1999-09-11,38.616078,-124.672286,1.17202394932878e-06,11.1818889939316,0.0464291924062646,14.6855550483914,0.962645883645497,0.043649602711258,-3679.24414127363,1257.06210389344,0.00619554516046937,7.9132361412,208.859375,0.00848906574466709
"510824",0,1999-09-12,37.866408,-124.011727,1.8068267142242e-07,11.0347506480982,0.000912753828991602,15.1512167617149,1.34466037486516,0.0459169806920779,-3674.07324222228,1492.07976501114,0.043386364047596,14.9422979355,260.26473999,0.00834471648927488
"510824",0,1999-09-13,37.849746,-124.051848,1.26043387752135e-07,10.8357497195155,0.0293944799016467,17.3774425289743,1.28894731502575,0.049667024008282,-3674.07324222228,1492.07976501114,0.0136923475278645,14.9422979355,260.26473999,0.00991162410780649
"510824",0,1999-09-14,37.619886,-124.646031,2.07978435896976e-07,8.02995443806947,0.135988579758557,17.1528603385491,1.19143485842453,0.0677896016378398,-4014.44140705116,623.490397970523,0.0247245284638952,6.15319347382,223.18611145,0.0101861475352046
"510824",0,1999-09-15,37.65489,-124.636363,1.93227767016853e-07,18.4224483276887,0.116180535570839,16.5925240101675,1.40939216290279,0.0685729986350869,-4014.44140705116,623.490397970523,0.0286507549445239,5.58997821808,225.810501099,0.0107253889638303
"510824",0,1999-09-16,38.285908,-124.430695,1.39551903645932e-06,24.3403808569453,0.0137336014955184,13.4172679076074,1.62476541269698,0.0528681355759478,-3812.93847726945,1319.7527366483,0.0282643560130949,10.4364976883,213.769439697,0.00777974964682646
"510824",0,1999-09-17,38.279424,-124.293129,1.61834134172714e-06,25.955647280422,0.0176008648832119,12.9907732149285,1.57053364049648,0.0473530606219473,-3693.02148465224,1520.73515209292,0.0335617491043612,10.0182590485,242.895614624,0.00795102470639758
"510824",0,1999-09-18,38.272131,-123.926966,4.79535493591857e-07,15.9315220934427,0.0422990312266395,12.8073066289507,1.40284083775406,0.0362584746477877,-3394.12500341887,1706.19627726588,0.00796061283524027,20.0736351013,245.757995605,0.00679930012773702
"510824",0,1999-09-19,38.159127,-124.242785,1.43188446785378e-07,12.3146836832273,0.021469967432882,15.1438166141148,1.36994957449611,0.0463161665724686,-3725.28613348106,1477.69263093155,0.0163634402851194,10.0182590485,242.895614624,0.00773433451482822
"510824",0,1999-09-20,37.936126,-124.923537,7.51539227979236e-08,14.0163756303488,0.0534274567569397,14.3174753743481,1.0007220479364,0.0614221155273895,-4034.91210969398,504.050310671947,0.0420288238437574,6.03072547913,200.341201782,0.00852471490355142
"510824",0,1999-09-21,37.993939,-124.867986,-1.09241865625466e-07,8.00920817501808,0.0250442878857578,14.7486321838433,0.979267082842176,0.0593648173435208,-4020.97558623442,615.693684352412,0.0547774432544836,4.93681955338,215.160293579,0.00820544300687418
"510824",0,1999-09-22,38.048685,-124.916079,1.98777866364691e-07,7.22606197407977,0.0312912127393793,15.3889631657541,0.991937696708455,0.0594638528019147,-3981.2207035167,577.164251882573,0.0174312532133881,6.03072547913,200.341201782,0.00856272507096571
"510824",0,1999-09-23,38.597038,-125.358661,3.95754732435425e-07,13.0444007625835,0.0518426657533897,15.8238138992092,0.988507553624316,0.0512873799791959,-3639.25488287181,489.272369498293,0.0624142016711809,11.9727869034,169.437576294,0.00970504321467142
"510824",0,1999-09-24,38.54138,-125.048929,5.87183012474708e-07,25.9984860988785,0.04038450936908,14.0492878521009,1.250187359871,0.0430295907523882,-3755.74804737073,748.811383351794,0.0271884406669238,9.60345840454,169.661743164,0.00896270040477854
"510824",0,1999-09-25,38.65753,-125.22353,2.10658985232914e-10,41.9043617840455,0.038188957146514,13.4538978130294,1.21100374418043,0.03835672903546,-3546.41796895336,593.603758539718,0.0108049997505476,14.8313751221,236.541290283,0.00838436161838887
"510824",0,1999-09-26,38.559916,-125.418763,8.19916160676283e-07,54.6068923494939,0.0367416117624054,14.1235010725079,1.16832231039111,0.0434560152647616,-3744.46484451776,445.555353347539,0.0303586153262452,13.9481468201,256.437194824,0.00905027106190468
"510824",0,1999-09-27,38.492219,-125.391796,6.59271712296239e-07,58.6075535164279,0.025563587963543,13.5123219437321,1.1612156826088,0.0469336050467531,-3670.92285184508,450.130400268688,0.0614811656060553,13.9481468201,256.437194824,0.00846147814353115
"510824",0,1999-09-28,37.838399,-125.129456,6.07437249522954e-07,57.2365113456972,0.0919194147782309,15.3508427543035,1.11388582628525,0.0692652384740589,-4103.66113346009,309.264806470067,0.079665771045987,5.32448482513,219.107574463,0.00851666833507464
"510824",0,1999-09-29,37.335886,-124.970004,4.93451189300822e-08,49.6291110137964,0.180712885392179,15.7834207082833,0.87004323992732,0.0600832532789139,-4216.63476566782,270.606407976,0.0239054651023116,5.59015607834,218.299926758,0.00867317776949565
"510824",0,1999-09-30,37.440369,-125.014174,9.1343772506012e-08,49.4216811149037,0.194589949648804,15.8982951680873,0.883601320532373,0.0613852018844696,-4226.33203144262,259.906784028043,0.0278092801853984,4.77749347687,225.511154175,0.00858700088166418
